"text","created","screenName","favoriteCount","longitude","latitude"
"W czasie pandemii umiera... https://t.co/kgCkHOWGX2","2021-04-26 21:20:49","pidybi",0,2.154007,41.390205
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/13nlkHLzd4","2021-04-26 18:48:54","karol_grass",0,20.35845995,49.84674184
"W czasie pandemii Polska... https://t.co/dUMOVPZr6Q","2021-04-26 18:32:42","pidybi",0,2.154007,41.390205
"#tymczasem @Watchdog_Polska atakuje... https://t.co/z4YitP0jZh #wykop","2021-04-26 17:13:22","pidybi",0,2.154007,41.390205
"Do sądu wpłynął wniosek pełnomocnika Juszczyszyna. Jest między innymi żądanie grzywny dla Nawackiego https://t.co/oz3T9lG8gs","2021-04-26 16:58:08","pidybi",0,2.154007,41.390205
"Nie żyje Norbert Skalski, montażysta i nasz... https://t.co/ZYFs8miBs8","2021-04-26 16:45:02","pidybi",0,2.154007,41.390205
"Dz.U. 2021 poz. 773
Oświadczenie rządowe z dnia 18 marca 2021 r. w sprawie związania Rzeczypospolitej Polskiej Poro… https://t.co/ij1T0FLG0S","2021-04-26 15:26:39","Dziennik_Ustaw",1,21.02839,52.22548
"Dz.U. 2021 poz. 772
🤝Porozumienie Administracyjne w sprawie stosowania Umowy między Rzecząpospolitą Polską a Republ… https://t.co/Zb3kru4i3j","2021-04-26 15:26:39","Dziennik_Ustaw",1,21.02839,52.22548
"Dz.U. 2021 poz. 771
Oświadczenie rządowe z dnia 18 marca 2021 r. w sprawie mocy obowiązującej Umowy między Rzecząpo… https://t.co/0cJ9ZVpPgp","2021-04-26 15:26:38","Dziennik_Ustaw",1,21.02839,52.22548
"Dz.U. 2021 poz. 770
🤝Umowa między Rzecząpospolitą Polską a Republiką Turcji o zabezpieczeniu społecznym, sporządzon… https://t.co/s4JrNiPnQ7","2021-04-26 15:26:38","Dziennik_Ustaw",1,21.02839,52.22548
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/SYh2Qi9c3k","2021-04-26 07:14:20","MarcinTytko",1,20.05676139,50.03491135
"Rząd się wyczerpał. W tej chwili potrzeba nam już nowych wyborów https://t.co/IjY6Z680bm","2021-04-26 06:18:40","pidybi",0,2.154007,41.390205
"Film o Ameryce https://t.co/wwVpl9aiP7","2021-04-26 06:00:12","pidybi",0,2.154007,41.390205
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/X4s6W9JW7u","2021-04-25 22:49:36","MarcinTytko",0,20.05676139,50.03491135
"Kiedy udostępnimy wszystkim #szczepienia, powinniśmy wprowadzić odpłatność za leczenie #COVID-19 https://t.co/OtGWUer6k6","2021-04-25 18:57:33","pidybi",0,2.154007,41.390205
"Pad DualSense do #PS5 w promocji. To... https://t.co/wSpVqGAa3V","2021-04-25 18:46:53","pidybi",0,2.154007,41.390205
"Przyspieszenie procesu #szczepień: Od jutra rusza rejestracja dwóch roczników dziennie https://t.co/wC9Ys6tS6R","2021-04-25 18:11:24","pidybi",0,2.154007,41.390205
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/hPf7qzIie1","2021-04-25 17:42:28","karol_grass",0,20.35845995,49.84674184
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/tVQSiZGXGL","2021-04-25 17:35:18","karol_grass",0,20.35845995,49.84674184
"Polska wersja gejowskiego randkowego programu Finding Prince Charming w https://t.co/3cdxfVcSAy. Przełamanie społec… https://t.co/jrSHwYRjlx","2021-04-25 12:44:46","pidybi",0,2.154007,41.390205
"Ogromny pożar hali pod... https://t.co/w6WAakx0eW","2021-04-25 06:23:01","pidybi",0,2.154007,41.390205
"Dworczyk: wciąż jest... https://t.co/1UiYUbuUqm","2021-04-25 04:00:21","pidybi",0,2.154007,41.390205
"Prawne fortele, zamknięte grupy, tajne hasła.... https://t.co/C14ZGrVIca","2021-04-24 19:28:10","pidybi",0,2.154007,41.390205
"Wielki zlot #motocyklistów przed licheńską bazyliką. Choć formalnie imprezy nie było https://t.co/B4auCbrgZf","2021-04-24 18:06:32","pidybi",0,2.154007,41.390205
"Prokuratura: TK odebrał możliwość ścigania wielu komunistycznych zbrodni. Trybunał odpiera zarzuty https://t.co/yz8q0ND3zP","2021-04-24 16:20:02","pidybi",0,2.154007,41.390205
"Polska wersja gejowskiego randkowego programu Finding Prince Charming w https://t.co/3cdxfVcSAy. Przełamanie społec… https://t.co/O41tHrQTGK","2021-04-24 06:28:25","pidybi",0,2.154007,41.390205
"Media: Bp Janiak, wbrew nakazowi Watykanu, przebywa na terenie diecezji kaliskiej https://t.co/2rxg2bzXXP","2021-04-24 04:35:27","pidybi",0,2.154007,41.390205
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/wCJj6OCx0P","2021-04-23 21:13:08","MarcinTytko",0,20.05676139,50.03491135
"Jourova: potrzebujemy w Unii polskich sędziów orzekających jako sędziowie unijni https://t.co/CuTbgVizzN","2021-04-23 20:28:03","pidybi",0,2.154007,41.390205
"Dz.U. 2021 poz. 764
Rozporządzenie @MF_gov_PL z dnia 15 kwietnia 2021 r. zmieniające rozporządzenie w sprawie udzie… https://t.co/zCtWUulhlS","2021-04-23 16:43:12","Dziennik_Ustaw",1,21.02839,52.22548
"Ej, ale to jest fajne! #xiaomimi11ultra od @xiaomi.polska w: Kurczaki, Łódź https://t.co/Yl1SpfZYYY","2021-04-23 14:04:20","adascooo",0,19.4965637,51.7221079
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/YMgf06xUyM","2021-04-23 08:13:18","karol_grass",0,20.35845995,49.84674184
"Izba Dyscyplinarna SN nie zezwoliła na zatrzymanie sędziego Igora Tulei https://t.co/0dseC5LDIf","2021-04-23 05:07:48","pidybi",0,2.154007,41.390205
"Jest decyzja w sprawie sędziego Sądu Okręgowego w Warszawie Igora Tulei  https://t.co/s26HcP12BE","2021-04-22 21:25:22","pidybi",0,2.154007,41.390205
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/0po2gmiLHu","2021-04-22 21:22:28","MarcinTytko",0,20.05676139,50.03491135
"Niedzielski: można z całą pewnością powiedzieć, że III fala słabnie https://t.co/A52SExzias","2021-04-22 19:09:21","pidybi",0,2.154007,41.390205
"💛🖤 FINAŁ🖤💛 Mamy to o czym mówiliśmy i marzyliśmy😎💪🏻 teraz trzeba wziąć o czym najbardziej marzymy😁… https://t.co/EH09mwLO8t","2021-04-22 18:53:57","spider_12",36,17.03158612,51.10996516
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/Kcb5AwnWio","2021-04-22 09:20:13","MarcinTytko",1,20.05676139,50.03491135
"#Świnoujście #Polska #PolskaJestPiękna #zachodniopomorskie #swinoujscie w: Swinoujscie https://t.co/pygzAOxgpf","2021-04-22 09:04:40","swinoujscie",0,14.25,53.9167
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/7pYSYHDFJY","2021-04-22 08:08:19","karol_grass",0,20.35845995,49.84674184
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/LGOqL4vGc4","2021-04-21 21:13:05","MarcinTytko",1,20.05676139,50.03491135
"Nowy Staszewski w przedsprzedaży 😉🐇 https://t.co/nqfdWruxOZ 🐇 #grawpowieszonego #grubaksiazka #wielkalitera w: Wars… https://t.co/xdxXJczqrd","2021-04-21 20:39:12","Staszewski67",0,21,52.25
"Pandemię #COVID-19 powinniśmy już nazywać syndemią https://t.co/FRq6foehF9","2021-04-21 18:47:24","pidybi",0,2.154007,41.390205
"Rząd łagodzi obostrzenia. Ale nie wszędzie (LISTA) https://t.co/EUMObtmexR","2021-04-21 16:51:14","pidybi",0,2.154007,41.390205
"Fintech Pago walczy o klientów w Polsce i szuka tu inwestorów https://t.co/5nOgdpBFhF","2021-04-21 15:53:31","pidybi",0,2.154007,41.390205
"Właśnie publikuje zdjęcie w: Prograss Polska https://t.co/TkaFVrKXRs","2021-04-21 11:35:05","karol_grass",0,20.35845995,49.84674184
"""Nikt mnie nie odnajdzie, dopóki nie odnajdę sama siebie."" 

~Virginia Cleo Andrews, ""Willow"" w: Polska, Krakow https://t.co/CyEC7svr66","2021-04-21 11:00:46","MarcinTytko",0,20.05676139,50.03491135
"Ludzkie narządy w małpim ciele. Chimery budzą nadzieje i wątpliwości https://t.co/tNZcnMJeRe","2021-04-21 05:24:08","pidybi",0,2.154007,41.390205
"Anna Zapert: z TV Republika na szefową ds. redakcji w Polska Press, Wojciech Pokora naczelnym Kuriera... https://t.co/yCK9ZaZh0N","2021-04-21 04:09:09","pidybi",0,2.154007,41.390205
"Tragiczny wypadek na S8 na Bemowie. Zginął kierowca ciężarówki https://t.co/f5KwNiH8R5","2021-04-20 16:32:06","pidybi",0,2.154007,41.390205
"Właśnie publikuje zdjęcie w: Polska, Krakow https://t.co/BmKbadeVPW","2021-04-20 10:54:11","MarcinTytko",0,20.05676139,50.03491135
"Domagają się, żeby sędzia Juszczyszyn... https://t.co/yjBkuPUsKP","2021-04-20 04:40:51","pidybi",0,2.154007,41.390205
"Coraz więcej rodziców nie szczepi swoich dzieci https://t.co/lNK8PVHDaB","2021-04-20 04:33:06","pidybi",0,2.154007,41.390205
"#29finałwośp #wośp #szczecinek #owsiak #wielkaorkiestraświątecznejpomocy w: Szczecinek https://t.co/OFNb9iVnt4","2021-01-31 20:37:06","iszczecinek",0,16.7034,53.71253
"Prosto ze sztabu WOŚP w Kątach Wrocławskich #wośp #katywroclawskie w: Katy Wrocławskie, Wroclaw, Poland https://t.co/GZ3lbk3NS0","2021-01-31 19:36:54","czacheur",0,16.7667,51.0333
"Gramy jak możemy! SIEMA🙏🏻
———
#wośp #29finałwośp #wielkaorkiestraświątecznejpomocy #pomagamy #pomagamywygrywać… https://t.co/0nFvXLAJWu","2021-01-31 19:18:09","DanielKluska",0,18.5388,54.5177
"@strajk_kobiet @strajk_kobiet_banery #StrajkKobiet #PiekłoKobiet #ŁódźSolidarna #MuremZaKobietami w: ul. Piotrkowsk… https://t.co/uyrH0I9Xpq","2021-01-28 20:31:16","ArturFraj",0,19.45654826,51.76770624
"Niedzielski o nowych zakażeniach: Przekroczyliśmy barierę 10 tysięcy. I to nie tak nieśmiało https://t.co/rLUjul2yBR","2021-02-24 07:22:44","pidybi",0,21.008333,52.232222
"Holendrzy mają po prostu dość, Włosi są ostrożni https://t.co/s8JRsQb0Xt","2021-02-24 07:07:19","pidybi",0,21.008333,52.232222
"Małopolski Inspektor Sanitarny gościem Popołudniowej rozmowy w #RMFFM https://t.co/qpRrytjljR","2021-02-23 17:31:19","pidybi",0,21.008333,52.232222
"Luzować obostrzenia czy nie? Polacy podzieleni. Sondaż #RMFFM i DGP https://t.co/Qyhbh0mopD","2021-02-23 05:46:54","pidybi",0,21.008333,52.232222
"#WHO: Małe szanse, że... https://t.co/NNYMmOpIeM #dorzeczy","2021-02-22 20:54:21","pidybi",0,21.008333,52.232222
"#Koronawirus. Weekend z dużym... https://t.co/EDyc8M698D","2021-02-22 20:30:33","pidybi",0,21.008333,52.232222
"Szkocja udostępniła dane dotyczące szczepień na #Koronawirusa https://t.co/0DQ1pawunV","2021-02-22 20:03:24","pidybi",0,21.008333,52.232222
"Nowe dane o #Koronawirusie. Ponad 7 tys. zakażeń https://t.co/D8i5Hh3Nfq","2021-02-21 12:52:38","pidybi",0,21.008333,52.232222
"Tłumy turystów w Zakopanem. Ponad 160 interwencji policjantów https://t.co/gHcrdQUuJo","2021-02-20 21:18:34","pidybi",0,21.008333,52.232222
"Pandemia w Indiach wygasa? Naukowcy podają możliwe przyczyny https://t.co/joPOBvlqOe","2021-02-20 12:30:02","pidybi",0,21.008333,52.232222
"Wraca teoria sztucznego pochodzenia #Koronawirusa https://t.co/pI7fGcxA6r","2021-02-20 05:12:04","pidybi",0,21.008333,52.232222
"#Koronawirus z RPA w Polsce. Minister podał, gdzie go wykryto https://t.co/d7LeFuUHCz","2021-02-19 19:56:54","pidybi",0,21.008333,52.232222
"Im lepsza, tym lepiej chroni. Rodzaje maseczek i poziom ochrony przed #wirusem https://t.co/UrDuSdpuAF","2021-02-19 19:45:33","pidybi",0,21.008333,52.232222
"#Koronawirus nie tak groźny dla ciąży. Na porodówki w #Łódzkiem wraca normalność, ciężarne nie... https://t.co/nC01ruduzV","2021-02-19 17:49:25","pidybi",0,21.008333,52.232222
"Dzień dobry #Madera #travel #urlop #wakacje #zima #Szysz #travelszysz #wyspa #portugalia #portugal #covid_19… https://t.co/mh6hLFLvlv","2021-02-19 08:12:24","swinoujscie",0,-16.93040656,32.64046315
"Watykan tłumaczy się z dekretu. Nie... https://t.co/bT5YEWSlV6","2021-02-19 06:07:31","pidybi",0,21.008333,52.232222
"Fatalna kondycja zamkniętej branży. Co piąty lokal może zniknąć, a pracę może stracić 250 tysięcy osób https://t.co/AAeayQrFr6","2021-02-18 07:14:53","pidybi",0,21.008333,52.232222
"Branża gastronomiczna nie może liczyć na szybkie otwarcie. #Johnson: radziłbym wszystkim po prostu czekać https://t.co/COXssGZdBo","2021-02-18 06:44:39","pidybi",0,21.008333,52.232222
"#Koronawirus w #USA. #Biden powiedział, kiedy możliwy będzie powrót do normalności https://t.co/bqgWYeJR0M #dorzeczy","2021-02-17 20:26:35","pidybi",0,21.008333,52.232222
"Takie plany na czwartek #Madera #travel #szysz #travelszysz #wypoczynek #urlop #zima #wyspa #portugalia #portugal… https://t.co/3U4K0xvee5","2021-02-17 11:11:13","swinoujscie",1,-16.93040656,32.64046315
"Dz.U. 2021 poz. 720
Ustawa z dnia 30 marca 2021 r. o zmianie ustawy – Prawo o ruchu drogowym oraz niektórych innych… https://t.co/qojcSzsFo2","2021-04-19 16:40:33","Dziennik_Ustaw",4,21.02839,52.22548
"Dz.U. 2021 poz. 716
📢Obwieszczenie Marszałka @KancelariaSejmu z dnia 31 marca 2021 r. w sprawie ogłoszenia jednolit… https://t.co/l5XZUjq30d","2021-04-19 16:40:31","Dziennik_Ustaw",3,21.02839,52.22548
"@JudytaPapp Dz.U. 2019 poz. 52
📢Obwieszczenie Marszałka @KancelariaSejmu z dnia 14 grudnia 2018 r. w sprawie ogłosz… https://t.co/Edtrs7fFIf","2021-04-18 19:19:35","Dziennik_Ustaw",0,21.02839,52.22548
"@GromPeruna @GeorgWadas @barpiotrowski @GolinskiDariusz @XKubiak @ryszardinho34 @ReLucyna @ObserwatorXY… https://t.co/SUUZiYI1YQ","2021-04-17 17:38:45","Dziennik_Ustaw",1,21.02839,52.22548
"Dz.U. 2021 poz. 709
📢Obwieszczenie Marszałka @KancelariaSejmu z dnia 16 marca 2021 r. w sprawie ogłoszenia jednolit… https://t.co/E1yODfEalz","2021-04-16 16:40:49","Dziennik_Ustaw",3,21.02839,52.22548
"@oczkowskamaria @yszka1 @PiotrSmoderek @ZiobroPL Dz.U. 2017 poz. 1566
Ustawa z dnia 20 lipca 2017 r. - Prawo wodne
https://t.co/Xo5Vr22yB2","2021-04-15 17:42:57","Dziennik_Ustaw",1,21.02839,52.22548
"Matura 2021, Warszawa. O czym muszą... https://t.co/0e4x4ieIJ6","2021-04-28 16:15:21","pidybi",0,2.154007,41.390205
"@Dumny_Lewak @mhorala Dz.U. 1997 poz. 483
Konstytucja Rzeczypospolitej Polskiej z dnia 2 kwietnia 1997 r. uchwalona… https://t.co/vpMlRi62r1","2021-10-08 09:08:11","Dziennik_Ustaw",0,21.02839,52.22548
"@Dumny_Lewak @mwojcik_ Dz.U. 1997 poz. 483
Konstytucja Rzeczypospolitej Polskiej z dnia 2 kwietnia 1997 r. uchwalon… https://t.co/yjhqZbXwcJ","2021-10-08 09:08:11","Dziennik_Ustaw",0,21.02839,52.22548
"@Dumny_Lewak @BeataSzydlo Dz.U. 1997 poz. 483
Konstytucja Rzeczypospolitej Polskiej z dnia 2 kwietnia 1997 r. uchwa… https://t.co/Ve5EJ3Xfef","2021-10-08 09:08:11","Dziennik_Ustaw",0,21.02839,52.22548
"@Dumny_Lewak @ZiobroPL @TK_GOV_PL Dz.U. 1997 poz. 483
Konstytucja Rzeczypospolitej Polskiej z dnia 2 kwietnia 1997… https://t.co/axgwuVLIEo","2021-10-08 09:08:11","Dziennik_Ustaw",0,21.02839,52.22548
"#tymczasem TK: Wyższość organów prawnych Unii #Europejskiej jest niezgodna z Konstytucją https://t.co/nmcI33bb0i #wykop","2021-10-07 16:25:11","pidybi",0,2.15219,41.39497
"Punkt Szczepień Powszechnych będzie się mieścił w sali gimnastycznej dawnej szkoły budowalnej przy ulicy Artyleryjs… https://t.co/AL4PIWncGl","2021-04-15 15:24:59","iszczecinek",0,16.7034,53.71253
"Otwórzcie system szczepień - pozwólcie wszystkim Polakom mieć eskierowania i zapisywać się na terminy!
Szczepionki… https://t.co/ztmwPJefzO","2021-04-12 09:39:26","KLubnauer",130,21.0277462,52.22543356
"Wojna o czynsze. ""Nowe przepisy stoją w sprzeczności z Konstytucją RP"" https://t.co/Zf8vJPTIjk","2021-05-24 05:17:43","pidybi",0,2.15384,41.39387
"#Koronawirus zatrzymał ich w kwarantannie, ale nie zablokował drogi do finału Eurowizji https://t.co/NgDAN3N8ez","2021-05-21 16:05:44","pidybi",0,2.15399,41.39313
"Certyfikaty #COVIDowe. Jest porozumienie w UE https://t.co/le0SsrMNDw","2021-05-21 05:36:44","pidybi",0,2.15156,41.39238
"Be good @ Biały Kościół Koło Strzelina https://t.co/7406VYMB7Z","2021-05-16 21:29:36","zurawsk",0,17.04486851,50.72994676
"Granica #Polsko - białoruska. Biskup Krzysztof Zadarko o stanowisku Kościoła wobec migrantów https://t.co/qNZhPR9Sjb","2021-09-27 18:34:12","pidybi",0,2.15226,41.3949
"Wkrótce koniec z maseczkami na otwartym powietrzu. Rozporządzenie w Dzienniku Ustaw https://t.co/EdPWpkdGWG","2021-05-06 20:02:24","pidybi",1,2.154007,41.390205
"Paszporty Możliwości już... https://t.co/bwbu5GIYSn","2021-05-06 04:44:26","pidybi",0,2.154007,41.390205
"Rekordowa liczba ludzi dotkniętych kryzysem żywnościowym. Nie ma miejsca na głód w XXI wieku https://t.co/AVQWCFImOE","2021-05-05 20:21:34","pidybi",0,2.154007,41.390205
"Egipt zaostrza ograniczenia... https://t.co/970Vo4B7Wx","2021-05-05 19:37:34","pidybi",0,2.154007,41.390205
"Koniec z maseczkami na świeżym powietrzu. W czwartek rozporządzenie https://t.co/9A01DBZnkS","2021-05-05 14:19:27","pidybi",0,2.154007,41.390205
"Galerie handlowe, sklepy meblowe i budowlane otwarte https://t.co/Vyns6kDtF7","2021-05-04 04:48:59","pidybi",0,2.154007,41.390205
"Sklepy w galeriach... https://t.co/grRDVLrBva","2021-05-04 04:28:41","pidybi",0,2.154007,41.390205
"#Łódź w pierwszych latach po zakończeniu niemieckiej okupacji. #Łódź zaraz po wojnie. Zobacz zdjęcia https://t.co/oI1lhjw0eK","2021-03-27 13:24:04","pidybi",0,21.008333,52.232222
"#Łódź. Policjanci zatrzymali dwóch złodziei, którzy ukradli katalizator. Jeden był recydywistą, a... https://t.co/oN96707BiF","2021-03-24 17:52:53","pidybi",0,21.008333,52.232222
"#oppo #reno55g #opporeno55g #opporeno5 #opporeno #reno #design w: Kurczaki, Łódź https://t.co/mBymtMYqFD","2021-03-23 22:36:36","adascooo",0,19.4965637,51.7221079
"Farba antygrzybiczna Spranda do malowania łazienek i kuchni - doskonałe krycie i ochrona na lata
.
.
.
#spranda… https://t.co/h6VUHLEpy8","2021-03-23 06:56:52","SprandaEcoPro",0,20.71969974,52.42597568
"Szpital tymczasowy w hali Expo #Łódź otwarty. Sytuacja epidemiczna w regionie łódzkim się pogarsza https://t.co/fKDssIV9CV","2021-03-22 16:35:59","pidybi",0,21.008333,52.232222
"I'm at PKP, Łódź Widzew - Peron 3 https://t.co/2iekWLFKAb","2021-03-22 11:30:06","ComoLaFlor1704",0,19.54573721,51.76286331
"I'm at Łódź Widzew in Łódź, łódzkie https://t.co/V3tbGMvtPY","2021-03-22 11:29:01","ComoLaFlor1704",0,19.54318574,51.7628005
"I'm at Widzew in Łódź, łódzkie https://t.co/yr2OgmtLNs","2021-03-22 11:28:05","ComoLaFlor1704",0,19.48402738,51.7614116
"I'm at Łódź Chojny in Łódź, łódzkie https://t.co/XIQ9iolh8l","2021-03-22 11:19:27","ComoLaFlor1704",0,19.48399913,51.72647308
"I'm at Łódź in łódzkie https://t.co/paVoYORsrg","2021-03-22 11:11:54","ComoLaFlor1704",0,19.45683002,51.76935368
"Tłoczno przy karmniku #nissanleaf #vwid3 #nissan #volkswagen #greenway #electriccar #electromobility #zeroemission… https://t.co/83QKd5wtWS","2021-03-21 21:24:35","adascooo",1,19.4833,51.7167
"Elektryki w śniegu.  #nissanleaf #vwid3 #nissan #volkswagen #greenway #electriccar #electromobility #zeroemission w… https://t.co/NoQNPvrgmD","2021-03-21 21:22:57","adascooo",0,19.4833,51.7167
"Zmęczona po spacerze w: Łódź, Poland https://t.co/higFvzyWgO","2021-03-21 10:25:48","NorbertPL",0,19.4688,51.7602
"Want to work in #Łódź, Łódź Voivodeship? View our latest opening: https://t.co/okyJJuUHti #Clerical","2021-03-20 20:10:08","Emerson_Careers",0,19.4559833,51.7592485
"Przedłużenie stanu wyjątkowego. Jest... https://t.co/wJsrmUz3qe #dorzeczy","2021-09-28 17:00:41","pidybi",0,2.15318,41.39248
"Stan wyjątkowy. Prezydent Andrzej #Duda wystąpi do #Sejmu o przedłużenie https://t.co/cx3tlPJJMI","2021-09-28 16:35:51","pidybi",0,2.1519,41.39181
"Prezydent Andrzej #Duda o Unii #Europejskiej i tak zwanych uchwałach anty - #LGBT https://t.co/8ARLhpJacH","2021-09-24 20:54:16","pidybi",0,2.15415,41.39309
"Duda: Jeśli zamkniemy kopalnię Turów, będziemy musieli kupować prąd z Niemiec. Być może o to chodzi https://t.co/PnDdAF0MTc","2021-09-24 20:44:23","pidybi",0,2.15394,41.39292
"Baby doll duda 😻
.
$ 35
Tam: M, G, GG em Belford Roxo https://t.co/g6de5r18LC","2021-09-24 13:12:55","thayxt",0,-43.3866,-22.7383
"#tymczasem Euro 2020: Duńska rodzina pobita... https://t.co/I0uj0UShgQ #wykop","2021-07-10 04:12:26","pidybi",0,2.71343,41.63259
"Właśnie publikuje zdjęcie w: Warszawa https://t.co/MqsliC9TfM","2021-09-23 07:57:42","Jerzy_Ochnio",0,21,52.25
"Przegkad nowości w @am76.pl 

#graplanszowa #gryplanszowe #bgg #sklep #Warszawa #Ursynów #boardgame w:… https://t.co/G9LWRAALHF","2021-09-23 00:27:17","Am76pl",0,21.05918149,52.14053404
"Acabei de publicar uma foto em Warszawa https://t.co/WQq8N0TwD9","2021-09-22 19:20:09","inestbaptistaa",1,21.00680351,52.23168967
"Tydzień z #fotoradarami na moście Poniatowskiego: trzy tysiące wykroczeń, rekordzista wpadł sześć razy https://t.co/ySw8tTiAqa","2021-09-22 15:59:32","pidybi",0,2.15466,41.39275
"Właśnie publikuje zdjęcie w: Warszawa https://t.co/thwYLwnzCF","2021-09-22 07:45:54","Jerzy_Ochnio",0,21,52.25
"#Warsaw #Warsawspire #architecture #architecturephotography #skyscraper shot with #samsunggalaxyzfold3 by… https://t.co/bAxKrbN0rL","2021-09-21 21:56:39","adascooo",1,21.01290822,52.2303777
"Właśnie publikuje zdjęcie w: Alchemy Day Spa Warszawa https://t.co/gmb7mKpwqE","2021-09-21 07:58:28","Alchemiapolska",0,21.02217905,52.21295152
"Właśnie publikuje zdjęcie w: Warszawa https://t.co/AYYH4MBId9","2021-09-21 07:46:55","Jerzy_Ochnio",0,21,52.25
"🏛
.
.
#warszawa #poland #holidays #poland🇵🇱 @ Pałac Kultury i Nauki Warszawa https://t.co/9smI6chiDn","2021-09-20 15:54:00","ArturoLegorreta",0,21.00680587,52.23153121
"I'm at Zdrofit Bemowo in Warszawa, Mazowieckie https://t.co/eLkdpdJKsK","2021-09-20 15:17:50","miloszklosowski",0,20.90613612,52.24564122
"I'm at Zachęta in Warszawa, mazowieckie https://t.co/UuZ3a8anVJ","2021-09-20 14:04:57","ComoLaFlor1704",0,21.01182509,52.23934773
"I'm at Muranów in Warszawa, Mazowieckie https://t.co/1fugG1ZGW0","2021-09-20 09:23:28","ComoLaFlor1704",0,20.99508171,52.25128125
"💕 (@ Wałowa 5 in Warszawa, Mazowieckie) https://t.co/Jj5Cj2WPg9","2021-09-20 09:22:36","ComoLaFlor1704",0,20.99989782,52.25024067
"kiedy chcesz zamówić „bluzę w rozmiarze Ł”, a @magdabereda mówi, że spoko, tylko jak coś to będzie bez polskich zna… https://t.co/PH3hx3YAmK","2021-09-19 21:53:20","luki_gie",4,21.00680351,52.23168967
"🍃🍂 (@ Ogród Krasińskich in Warszawa, Mazowieckie) https://t.co/EqSPmAcwto","2021-09-19 16:42:06","ComoLaFlor1704",0,21.00208282,52.24840338
"🍕🍕🍻 powtórka z wczoraj 🥰 (@ drożdż in Warszawa, Mazowieckie) https://t.co/qkSLSCgxHe","2021-09-19 15:24:56","ComoLaFlor1704",0,20.998185,52.25247
"I'm at Muranów in Warszawa, Mazowieckie https://t.co/cG6pq1b8Cr","2021-09-19 12:18:20","ComoLaFlor1704",0,20.99508171,52.25128125
"Ich bin gerade in Linie TLK35104 nach Warszawa Centralna! #NowTräwelling  https://t.co/7uQ9Xfsk0g","2021-09-19 10:41:37","englisch98",0,19.947423,50.067192
"Właśnie publikuje zdjęcie w: Mała Warszawa https://t.co/MEgAokHm5t","2021-09-19 09:52:01","sebcybulski",1,21.05723,52.26036
"Komunizm i Kościół... zastanawia w: Poland https://t.co/RNo0lipxlI","2021-08-09 08:08:50","MietusWioletta",0,19,52
"#tymczasem Kościół zbiera podpisy pod skandaliczną ustawą ""Stop #LGBT"" Kai Godek https://t.co/gRMvXnwtCn #wykop","2021-08-08 16:38:02","pidybi",0,2.71252,41.63242
"I'm at kościół św. jadwigi https://t.co/eqORxLj9A0","2021-08-08 12:20:33","tuska30",0,23.10139417,53.1246932
"I’m on holidays! I’m painting, I’m relaxing and eating lots of kabanosy. FAV THING. And also trying to learn polish… https://t.co/6gyYJo3Ool","2021-08-08 04:26:07","kiyary",0,17.04486851,50.72994676
"@KONFEDERACJA_ I tylko Kosciol Świetego Kuca, który nie potrafi słuchać wywiadów ze zrozumieniem posiadł ostateczną wersję prawdy ;)","2021-08-05 13:32:47","miner72pl",0,19.18287017,50.28610229
"""896. Sk No:2, Konak/İzmir"" Media: ikinci el cep telefonu izmir bilgisayar iphone teknik servis ""yu-ra iletişim"" ik… https://t.co/jnq58lizJ7","2021-04-18 05:06:03","yurailetisim",0,27.13190178,38.42177271
"Strzały w magazynie firmy kurierskiej. Media: są ofiary https://t.co/PKvUjg97wA","2021-04-16 06:00:21","pidybi",0,2.154007,41.390205
"#Legacy #FGCUJazzCombo #WGCU @ WGCU Public Media https://t.co/BSzuFhfZvw","2021-04-15 20:09:12","BrandonRobMusic",0,-81.77589106,26.46573249
"Just posted a photo @ OC media zw https://t.co/LkyTDgCXaL","2021-04-13 14:45:13","audreyimbayago",0,31.0464406,-17.82841149
"Just posted a photo @ OC media zw https://t.co/wx4r9I00oq","2021-04-12 11:57:23","audreyimbayago",0,31.0464406,-17.82841149
"Kwanjula I Gloria + Isa Preps I Brianlove Media 

#kwanjulaphotography 
#weddingphotography 
#ugandanweddings… https://t.co/dGicdo13CI","2021-04-11 17:23:26","KBrianlove",0,34.17639262,1.07385843
"@KrzysztofAtor nadaje! USA Niczym Białoruś - Jak Ameryka Łapała Edwarda... https://t.co/qwA7XGPCHZ #wideoprezentacje","2021-05-30 05:16:32","pidybi",0,2.69354,41.6544
"""Przyszliśmy, żeby cały świat zobaczył, co... https://t.co/ppaij4yH70","2021-05-27 04:33:11","pidybi",0,2.15156,41.39177
